"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",8302,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",78989,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",19133,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",74043,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",59592,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",13561,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",23247,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",95794,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",19575,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",4340,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",86661,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",59871,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",8059,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",27117,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",72020,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",26881,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",68869,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",2017,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",24222,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",165437,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",8319,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",8194,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",80178,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",19738,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",74226,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",60095,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",13400,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",23494,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",96772,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",20194,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",4457,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",87234,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",58990,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",8244,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",27347,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",72415,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",26575,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",69993,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",2102,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",24490,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",165584,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",8499,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",8577,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",81203,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",19782,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",74728,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",60564,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",13633,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",24262,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",96727,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",20558,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",4428,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",87685,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",60408,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",8326,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",27763,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",73849,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","99","totale","2020","2020",26547,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",67215,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",2003,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",22990,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",164021,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",69295,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",2064,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",24664,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",164121,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",8481,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",8281,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",81245,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",19989,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",73698,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",59479,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",13423,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",23494,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",96643,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",20154,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",4438,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",86257,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",60040,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",8442,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",27531,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",73113,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","99","totale","2020","2020",26213,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",61065,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",13860,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",24388,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",97972,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",21054,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",4683,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",88559,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",8681,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",29051,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",75468,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",27069,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",71752,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",2201,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",25246,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",168262,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",8896,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",8738,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",83349,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",20071,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",74376,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","99","totale","2020","2020",61584,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",71239,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",2112,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",25485,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",167340,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",8770,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",8707,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",82398,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",19983,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",73973,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",60195,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",13812,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",24050,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",96850,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",20872,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",4695,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",88490,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",61788,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",8756,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",28619,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",74499,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","99","totale","2020","2020",26348,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",71191,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",2175,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",25351,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",166682,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",8578,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",8838,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",83014,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",20217,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",72843,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",60599,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",13653,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",24125,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",96901,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",21060,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",4821,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",89510,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",62572,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",9022,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",28953,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",75229,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","99","totale","2020","2020",27194,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",71724,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",2203,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",26340,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",169652,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",8818,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",8966,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",83653,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",20257,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",73514,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",61360,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",13660,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",24284,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",97282,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",21245,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",4886,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",90043,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",63011,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",8759,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",29047,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",74688,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","99","totale","2020","2020",27423,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",71373,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",2113,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",26833,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",168236,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",8836,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",9073,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",83635,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",20487,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",72467,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",61325,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",14170,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",24160,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",97103,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",21272,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",4884,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",89931,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",63002,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",8917,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",28804,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",74090,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","99","totale","2020","2020",27344,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",72421,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",2262,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",27047,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",166957,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",9053,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",84302,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",20824,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",73674,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",61888,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",8770,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",14230,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",24853,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",98595,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",21378,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",5053,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",91751,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",63905,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",9227,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",30062,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",76013,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","99","totale","2020","2020",27906,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",19748,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",68878,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",57768,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",13330,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",23517,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",92261,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",67550,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",2078,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",25426,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",155897,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",8200,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",8496,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",78942,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",20132,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",4694,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",85981,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",59288,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",8721,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",28373,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","99","totale","2020","2020",71871,,
