"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",14777,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",8810,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",42329,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",28996,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",35392,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",28416,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",7802,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",24713,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",1863,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",47138,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y1","1 anni","99","totale","2020","2020",5699,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",888,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",33739,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",10006,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",3898,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",49346,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",26112,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",10706,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",5992,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",29647,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",2079,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",40502,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",9436,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",15345,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",8229,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",36931,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",44307,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",4584,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",30833,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",79620,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",9674,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",5440,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",6381,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",46590,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",9971,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",49478,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",35347,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",8615,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",4737,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",38142,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",2026,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",3968,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",951,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",9926,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",5541,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",32053,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",11402,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",10423,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",82300,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",27031,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",15628,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",40589,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",30597,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",961,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",39268,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",85067,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",32833,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",10202,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",47781,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",6428,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",10085,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",2115,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",50210,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",8715,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",4878,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",36507,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",30971,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",15901,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",5518,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",27602,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",10967,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",11861,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",3996,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",41903,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",34181,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",1050,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",4944,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",29161,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",87242,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",40633,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",10858,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",37450,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",9243,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",5692,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",6845,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",12179,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",49513,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",10300,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",2153,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",50945,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",32418,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",4045,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",16068,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",42972,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y5","5 anni","99","totale","2020","2020",11252,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",38385,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",5211,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",2192,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",35065,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",88821,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",1033,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",41614,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",4026,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",42416,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",16075,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",10453,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",50450,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",9426,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",5412,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",11614,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",29467,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",33061,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",52006,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",10956,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",12490,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y6","6 anni","99","totale","2020","2020",7118,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",4406,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",12206,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",53333,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",44542,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",7461,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",10966,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",2245,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",12818,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",16483,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",31289,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",34277,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",54373,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",5625,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",92013,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",36414,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",5234,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",39593,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",1124,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",43637,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",9844,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y7","7 anni","99","totale","2020","2020",11590,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",4374,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",12843,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",36698,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",5377,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",93991,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",40376,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",5524,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",10021,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",1182,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",53295,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",16714,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",7552,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",11115,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",2316,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",11409,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",44439,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",35383,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",44642,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",13452,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",31668,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y8","8 anni","99","totale","2020","2020",55531,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",36556,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",17254,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",32704,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",57239,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",13632,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",54609,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",10410,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",13244,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",37577,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",7742,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",1155,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",96782,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",4527,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",5533,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",46202,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",41720,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",11930,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",2444,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",5559,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",45848,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y9","9 anni","99","totale","2020","2020",11479,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",13277,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",38651,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",1224,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",5484,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",47207,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",5490,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",4722,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",42417,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",2271,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",7706,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",11286,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",17491,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",36955,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",12472,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",98664,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",14000,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",32840,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",58784,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",54780,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",46493,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y10","10 anni","99","totale","2020","2020",10550,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",38936,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",1204,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",12738,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",47439,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",5601,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",42163,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",5679,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",14074,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",48062,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",8132,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",33856,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",2471,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",98737,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",10534,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",55204,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",11691,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",4852,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",17693,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",59471,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",37473,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y11","11 anni","99","totale","2020","2020",13327,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y12","12 anni","99","totale","2020","2020",97568,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y12","12 anni","99","totale","2020","2020",12464,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y12","12 anni","99","totale","2020","2020",41874,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y12","12 anni","99","totale","2020","2020",8097,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y12","12 anni","99","totale","2020","2020",10734,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y12","12 anni","99","totale","2020","2020",55430,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y12","12 anni","99","totale","2020","2020",2481,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y12","12 anni","99","totale","2020","2020",46938,,
